date,cash,assets,cash_ratio_assets,cash_ratio_assets_pp,ratio_yoy_pp,ratio_monthly_pp_approx
2022-03-31,106258000000.0,969506000000.0,0.10960014687892597,10.960014687892597,-5.485049893125117,-0.45708749109375973
2022-06-30,105411000000.0,909860000000.0,0.11585408744202405,11.585408744202406,-4.201890446037959,-0.35015753716982995
2022-09-30,108958000000.0,902296000000.0,0.12075638149786766,12.075638149786766,-4.128185221826623,-0.3440154351522186
2022-12-31,128585000000.0,948465000000.0,0.1355716868835434,13.55716868835434,-1.7358097520680964,-0.14465081267234137
2023-03-31,130616000000.0,997072000000.0,0.13099956673138952,13.099956673138951,2.139941985246354,0.1783284987705295
2023-06-30,147377000000.0,1041573000000.0,0.1414946431983164,14.14946431983164,2.5640555756292347,0.2136712979691029
2023-09-30,157241000000.0,1019933000000.0,0.15416796985684353,15.416796985684353,3.3411588358975877,0.27842990299146564
2023-12-31,167641000000.0,1069978000000.0,0.15667705317305589,15.667705317305588,2.110536628951248,0.175878052412604
2024-03-31,188993000000.0,1070035000000.0,0.17662319456840198,17.662319456840198,4.562362783701246,0.38019689864177053
2024-06-30,276942000000.0,1108860000000.0,0.2497538012012337,24.97538012012337,10.825915800291728,0.9021596500243106
2024-09-30,325212000000.0,1147251000000.0,0.2834706616076168,28.34706616076168,12.930269175077328,1.077522431256444
2024-12-31,334201000000.0,1153881000000.0,0.28963211977664943,28.963211977664944,13.295506660359356,1.1079588883632796
2025-03-31,347681000000.0,1164532000000.0,0.29855856258136315,29.855856258136313,12.193536801296116,1.0161280667746764
2025-06-30,344091000000.0,1163968000000.0,0.29561895172375874,29.561895172375873,4.586515052252505,0.38220958768770874
