window,strategy,total_return_pct,cagr_pct,mdd_pct,sharpe,trades,bh_total_return_pct,bh_cagr_pct,bh_mdd_pct,bh_sharpe,time_in_market_pct
2016-01-04 ~ 2026-03-17,QQQ_12_1_gate_only,449.2,27.43,-28.72,1.12,5,491.79,28.79,-35.12,1.08,85.38
